case_id,case_idx,model,family,section,ground_truth,prediction,prediction_normalized,differentials
18855.0,24,Qwen3.5 35B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy"
18890.0,45,Qwen3.5 35B,on_device_base,Head & neck imaging,Choroidal detachment and posterior scleritis,Sarcoidosis,sarcoidosis,"Systemic lupus erythematous, Choroidal detachment and posterior scleritis, Acute glaucoma, Sarcoidosis, IgG4 related disease, Vogt-Koyanagi-Harada (VKH) syndrome"
18897.0,49,Qwen3.5 35B,on_device_base,Musculoskeletal system,Central/low-grade osteosarcoma,Liposarcoma,liposarcoma,"Central/low-grade osteosarcoma, Giant cell tumour, Aneurysmal bone cyst, Metastasis, Liposarcoma, Fibrous dysplasia"
18919.0,61,Qwen3.5 35B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18943.0,76,Qwen3.5 35B,on_device_base,Neuroradiology,Herpes simplex encephalitis,Limbic encephalitis,limbic encephalitis,"Limbic encephalitis, Herpes simplex encephalitis, Status epilepticus"
18950.0,80,Qwen3.5 35B,on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type I (IP-1),cochlear incomplete partition type i ip-1,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)"
18951.0,81,Qwen3.5 35B,on_device_base,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis,biventricular endomyocardial fibrosis,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]"
18961.0,87,Qwen3.5 35B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis"
18993.0,104,Qwen3.5 35B,on_device_base,Abdominal imaging,Primary hepatic adenosarcoma,Hepatic cholangiocarcinoma,hepatic cholangiocarcinoma,"Hepatic cholangiocarcinoma, Primary hepatic adenosarcoma, Undifferentiated carcinoma (also known as sarcomatoid carcinoma), Hepatic fibroadenoma"
19002.0,111,Qwen3.5 35B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma"
19015.0,118,Qwen3.5 35B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas"
19021.0,122,Qwen3.5 35B,on_device_base,Abdominal imaging,Solitary fibrous tumour,Rectal gastrointestinal stromal tumour,rectal gastrointestinal stromal tumour,"Leiomyosarcoma, Leiomyoma, Dedifferentiated liposarcoma, Angiomyolipoma, Rectal gastrointestinal stromal tumour, Solitary fibrous tumour, Fibroma, Fibrosarcoma, Desmoid tumour, Haemangioma, Angiosarcoma"
19022.0,123,Qwen3.5 35B,on_device_base,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula"
19024.0,124,Qwen3.5 35B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19038.0,133,Qwen3.5 35B,on_device_base,Cardiovascular,Saw-tooth cardiomyopathy,Left ventricular noncompaction,left ventricular noncompaction,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy"
19044.0,136,Qwen3.5 35B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19058.0,142,Qwen3.5 35B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Cholangiocarcinoma,cholangiocarcinoma,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,Qwen3.5 35B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Langerhans cell histiocytosis,langerhans cell histiocytosis,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19070.0,152,Qwen3.5 35B,on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Pigment villonodular synovitis with malignant transformation,pigment villonodular synovitis with malignant transformation,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour"
19080.0,157,Qwen3.5 35B,on_device_base,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases"
19101.0,168,Qwen3.5 35B,on_device_base,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,Qwen3.5 35B,on_device_base,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,Qwen3.5 35B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19116.0,173,Qwen3.5 35B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19119.0,175,Qwen3.5 35B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage"
19138.0,186,Qwen3.5 35B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19140.0,188,Qwen3.5 35B,on_device_base,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis"
19141.0,189,Qwen3.5 35B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19157.0,199,Qwen3.5 35B,on_device_base,Paediatric radiology,Haberland syndrome (Encephalocraniocutaneous lipomatosis),Oculocerebrocutaneous syndrome (Delleman syndrome),oculocerebrocutaneous syndrome delleman syndrome,"Oculocerebrocutaneous syndrome (Delleman syndrome), Haberland syndrome (Encephalocraniocutaneous lipomatosis), Linear nevus sebaceous syndrome (Schimmelpenning syndrome), Goldenhar syndrome (Oculoauriculovertebral spectrum)"
19158.0,200,Qwen3.5 35B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,Qwen3.5 35B,on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
18819.0,3,Qwen3.5 35B FT,on_device_ft,Uroradiology & genital male imaging,Pure yolk sac tumour,Mixed germinal cell tumour,mixed germinal cell tumour,"Mixed germinal cell tumour, Pure yolk sac tumour, Seminoma, Choriocarcinoma, Teratoma, Lymphoma"
18826.0,5,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Tumefactive demyelination with open ring sign,Tumefactive demyelinating lesion,tumefactive demyelinating lesion,"Tumefactive demyelination with open ring sign, Tumefactive demyelinating lesion, CNS neoplasm, Brain metastasis, Brain abscess, Granulomatous disease, Vasculitis, Acute demyelinating encephalitis"
18840.0,15,Qwen3.5 35B FT,on_device_ft,Head & neck imaging,Gardner’s syndrome,Osteomatosis,osteomatosis,"Cemento-osseous dysplasia, Osteomatosis, Odontomas, Gardner’s syndrome, Hypercementosis, Hereditary multiple exostoses, Fibrous dysplasia"
18919.0,61,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18940.0,74,Qwen3.5 35B FT,on_device_ft,Musculoskeletal system,Atraumatic compartment syndrome,Acute limb compartment syndrome,acute limb compartment syndrome,"Deep vein thrombosis, Cellulitis, Stress fracture, Acute limb ischemia, Atraumatic compartment syndrome, Delayed onset muscle soreness"
18943.0,76,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Herpes simplex encephalitis,Limbic encephalitis,limbic encephalitis,"Limbic encephalitis, Herpes simplex encephalitis, Status epilepticus"
18948.0,78,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis"
18950.0,80,Qwen3.5 35B FT,on_device_ft,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type I (IP-1),cochlear incomplete partition type i ip-1,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)"
18951.0,81,Qwen3.5 35B FT,on_device_ft,Cardiovascular,"Biventricular endomyocardial fibrosis [4,6]",Biventricular endomyocardial fibrosis,biventricular endomyocardial fibrosis,"Apical hypertrophic cardiomyopathy [9], Cardiac amyloidosis [10], Ebstein’s anomaly [11], Left ventricular endomyocardial fibrosis [4,6], Right ventricular endomyocardial fibrosis [4,6], Biventricular endomyocardial fibrosis [4,6]"
18961.0,87,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis"
19004.0,113,Qwen3.5 35B FT,on_device_ft,Others,Abdominopelvic actinomycosis,Peritoneal tuberculosis,peritoneal tuberculosis,"Peritoneal carcinomatosis, Peritoneal tuberculosis, Abdominopelvic actinomycosis, Primary ovarian cancer"
19022.0,123,Qwen3.5 35B FT,on_device_ft,Abdominal imaging,Vesico-appendiceal fistula,Vesico-intestinal fistula,vesico-intestinal fistula,"Vesico-appendiceal fistula, Vesico-intestinal fistula, Vesicovaginal fistula"
19024.0,124,Qwen3.5 35B FT,on_device_ft,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19038.0,133,Qwen3.5 35B FT,on_device_ft,Cardiovascular,Saw-tooth cardiomyopathy,Arrhythmogenic cardiomyopathy,arrhythmogenic cardiomyopathy,"Left ventricular noncompaction, Saw-tooth cardiomyopathy, Hypertrophic cardiomyopathy, Arrhythmogenic cardiomyopathy"
19044.0,136,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Chorea-acanthocytosis,Huntingtonâ€™s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19067.0,150,Qwen3.5 35B FT,on_device_ft,Paediatric radiology,Cystic pulmonary tuberculosis,Lymphoid interstitial pneumonia,lymphoid interstitial pneumonia,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19080.0,157,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Brachial plexus schwannomas,Neurofibromas,neurofibromas,"Neurofibromas, Brachial plexus schwannomas, Lymphoma, Brachial plexopathy, Metastases"
19101.0,168,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Neuro-Behçet’s disease,Myelin oligodendrocyte glycoprotein antibody disease (MOGAD),myelin oligodendrocyte glycoprotein antibody disease mogad,"Multiple sclerosis, Neuro-Behçet’s disease, Aquaporin-4 IgG-positive neuromyelitis optica spectrum disorders (AQP4-NMOSD), Myelin oligodendrocyte glycoprotein antibody disease (MOGAD), Neurosarcoidosis"
19110.0,170,Qwen3.5 35B FT,on_device_ft,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,Qwen3.5 35B FT,on_device_ft,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19116.0,173,Qwen3.5 35B FT,on_device_ft,Others,Mixed malignant ovarian germ cell tumour,Dysgerminoma,dysgerminoma,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19140.0,188,Qwen3.5 35B FT,on_device_ft,Musculoskeletal system,Infection by Mycobacterium avium,Infection by Mycobacterium tuberculosis,infection by mycobacterium tuberculosis,"Infection by Mycobacterium avium, Infection by Mycobacterium tuberculosis, Pyogenic arthritis, Inflammatory arthritis"
19158.0,200,Qwen3.5 35B FT,on_device_ft,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
18826.0,5,Gemma 4 31B,on_device_base,Neuroradiology,Tumefactive demyelination with open ring sign,Tumefactive demyelinating lesion,tumefactive demyelinating lesion,"Tumefactive demyelination with open ring sign, Tumefactive demyelinating lesion, CNS neoplasm, Brain metastasis, Brain abscess, Granulomatous disease, Vasculitis, Acute demyelinating encephalitis"
18855.0,24,Gemma 4 31B,on_device_base,Cardiovascular,Malignant mitral valve prolapse with subendocardial late enhancement,Mitral valve prolapse related replacement fibrosis,mitral valve prolapse related replacement fibrosis,"Myocardial replacement fibrosis secondary to Ischemia in LCx territory, Malignant mitral valve prolapse with subendocardial late enhancement, Mitral valve prolapse related replacement fibrosis, Replacement fibrosis related to sarcoidosis, Not specific replacement fibrosis, Hypertrophic cardiomyopathy"
18863.0,28,Gemma 4 31B,on_device_base,Neuroradiology,White cord syndrome,Compressive myelopathy,compressive myelopathy,"Central cord syndrome, White cord syndrome, Compressive myelopathy, Epidural haematoma"
18919.0,61,Gemma 4 31B,on_device_base,Abdominal imaging,Lymphoepithelial cysts of the pancreas,Mucinous cystic neoplasm,mucinous cystic neoplasm,"Intraductal papillary mucinous neoplasm, Mucinous cystic neoplasm, Lymphoepithelial cysts of the pancreas, Serous cystic neoplasm, Pancreatic pseudocyst, Epidermoid cyst"
18948.0,78,Gemma 4 31B,on_device_base,Abdominal imaging,Myelolipoma,Hibernoma,hibernoma,"Liposarcoma, Hibernoma, Haemangioma, Myelolipoma, Fat necrosis"
18949.0,79,Gemma 4 31B,on_device_base,Abdominal imaging,Metastatic melanoma in the gallbladder,Intracholecystic papillary neoplasm,intracholecystic papillary neoplasm,"Metastatic melanoma in the gallbladder, Gallbladder carcinoma, Intracholecystic papillary neoplasm, Renal cell carcinoma metastases, Breast cancer metastases"
18950.0,80,Gemma 4 31B,on_device_base,Paediatric radiology,Cochlear incomplete partition type III (IP-3),Cochlear incomplete partition type II (IP-2),cochlear incomplete partition type ii ip-2,"Cochlear incomplete partition type I (IP-1), Cochlear incomplete partition type II (IP-2), Cochlear incomplete partition type III (IP-3)"
18961.0,87,Gemma 4 31B,on_device_base,Abdominal imaging,Low phospholipid-associated cholelithiasis (LPAC) syndrome,Recurrent pyogenic cholangiohepatitis,recurrent pyogenic cholangiohepatitis,"Classical gallblader lithiasis, Recurrent pyogenic cholangiohepatitis, Low phospholipid-associated cholelithiasis (LPAC) syndrome, Caroli disease, Primary sclerosing cholangitis"
18974.0,95,Gemma 4 31B,on_device_base,Abdominal imaging,Accessory liver lobe,Ectopic liver lobe,ectopic liver lobe,"Ectopic liver lobe, Accessory liver lobe, Lymph nodes, Focal nodular hyperplasia, Hypertrophic papillary process of the caudate lobe"
18977.0,97,Gemma 4 31B,on_device_base,Musculoskeletal system,Parosteal lipoma,Nora lesion / Bizarre parosteal osteochondromatous proliferation (BPOP),nora lesion bizarre parosteal osteochondromatous proliferation bpop,"Parosteal lipoma, Osteochondroma, Liposarcoma, Nora lesion / Bizarre parosteal osteochondromatous proliferation (BPOP)"
19002.0,111,Gemma 4 31B,on_device_base,Paediatric radiology,Retroperitoneal ganglioneuroblastoma-intermixed,Ganglioneuroma,ganglioneuroma,"Ganglioneuroma, Neuroblastoma, Retroperitoneal ganglioneuroblastoma-intermixed, Peripheral nerve sheath tumour, Paraganglioma"
19015.0,118,Gemma 4 31B,on_device_base,Chest imaging,Pulmonary amyloidosis,Malignant neoplasia,malignant neoplasia,"Malignant neoplasia, Metastatic, Rheumatoid nodules, Pulmonary amyloidosis, Fungal lesions, Lymphomas"
19024.0,124,Gemma 4 31B,on_device_base,Chest imaging,Usual interstitial pneumonia secondary to connective tissue disorder,Usual interstitial pneumonia due to idiopathic pulmonary fibrosis,usual interstitial pneumonia due to idiopathic pulmonary fibrosis,"Usual interstitial pneumonia due to idiopathic pulmonary fibrosis, Usual interstitial pneumonia secondary to connective tissue disorder, Non-specific interstitial pneumonia, Lymphoid interstitial pneumonia"
19033.0,131,Gemma 4 31B,on_device_base,Head & neck imaging,Cochlear hypoplasia type I (with aplasia of the cochlear nerve),Cochlear aplasia,cochlear aplasia,"Cochlear hypoplasia type I (with aplasia of the cochlear nerve), Cochlear hypoplasia type II, Cochlear hypoplasia type III, Cochlear hypoplasia type IV, Cochlear aplasia, Labyrinthitis ossificans, Bony inner ear malformation (any other type)"
19044.0,136,Gemma 4 31B,on_device_base,Neuroradiology,Chorea-acanthocytosis,Huntington’s disease,huntingtons disease,"Chorea-acanthocytosis, Huntington’s disease, Neuroacanthocytosis syndrome"
19058.0,142,Gemma 4 31B,on_device_base,Abdominal imaging,Intraductal papillary neoplasm of the bile duct with low-grade dysplasia,Intraductal papillary neoplasm of the bile duct,intraductal papillary neoplasm of the bile duct,"Intraductal papillary neoplasm of the bile duct, Intraductal papillary neoplasm of the bile duct with low-grade dysplasia, Cholangiocarcinoma, Intraductal biliary metastasis"
19067.0,150,Gemma 4 31B,on_device_base,Paediatric radiology,Cystic pulmonary tuberculosis,Pneumocystis jirovecii pneumonia,pneumocystis jirovecii pneumonia,"Pneumocystis jirovecii pneumonia, Lymphoid interstitial pneumonia, Langerhans cell histiocytosis, Cystic pulmonary tuberculosis, Lymphangioleiomyomatosis, Birt–Hogg–Dubé syndrome"
19070.0,152,Gemma 4 31B,on_device_base,Musculoskeletal system,Clear cell soft tissue sarcoma with melanocytic differentiation,Clear cell sarcoma,clear cell sarcoma,"Clear cell sarcoma, Malignant melanoma, Clear cell soft tissue sarcoma with melanocytic differentiation, Pigment villonodular synovitis with malignant transformation, Synovial sarcoma, Alveolar soft part sarcoma, Malignant peripheral nerve sheath tumour"
19110.0,170,Gemma 4 31B,on_device_base,Others,Inflammatory myofibroblastic tumour,Retroperitoneal myxoid liposarcoma,retroperitoneal myxoid liposarcoma,"Ovarian epithelial cystadenoma, Ovarian epithelial cystadenocarcinoma, Hydrosalpinx, Inflammatory myofibroblastic tumour, Cystic mature teratoma, Retroperitoneal myxoid liposarcoma, Multicystic lymphangioma"
19114.0,171,Gemma 4 31B,on_device_base,Neuroradiology,Rosette-forming glioneuronal tumour (RGNT),Ependymoma,ependymoma,"Pilocytic astrocytoma, Ependymoma, Dysembryoplastic neuroepithelial tumour (DNET), Rosette-forming glioneuronal tumour (RGNT), Ganglioglioma, Medulloblastoma"
19115.0,172,Gemma 4 31B,on_device_base,Musculoskeletal system,Hibernoma,Angiomyolipoma,angiomyolipoma,"Lipoma, Liposarcoma, Angiomyolipoma, Hibernoma, Myelolipoma, Fat necrosis"
19116.0,173,Gemma 4 31B,on_device_base,Others,Mixed malignant ovarian germ cell tumour,Juvenile granulosa cell tumour,juvenile granulosa cell tumour,"Dysgerminoma, Yolk sac tumour, Juvenile granulosa cell tumour, Mixed malignant ovarian germ cell tumour, Sertoli–Leydig cell tumour, Immature teratoma"
19119.0,175,Gemma 4 31B,on_device_base,Paediatric radiology,B-cell acute lymphoblastic lymphoma (small round blue cell tumour),Ewing sarcoma (or other small round blue cell tumour),ewing sarcoma or other small round blue cell tumour,"Osteomyelitis, Osteosarcoma, B-cell acute lymphoblastic lymphoma (small round blue cell tumour), Ewing sarcoma (or other small round blue cell tumour), Langerhans cell histiocytosis, Occult fracture in the early stage"
19125.0,180,Gemma 4 31B,on_device_base,Head & neck imaging,First branchial cleft cyst,Lymphepithelial cyst,lymphepithelial cyst,"First branchial cleft cyst, Lymphepithelial cyst, Warthin’s tumour, Sialocele"
19138.0,186,Gemma 4 31B,on_device_base,Musculoskeletal system,Chondroblastic osteosarcoma,Classical osteosarcoma,classical osteosarcoma,"Chondrosarcoma, Chondroblastoma, Chondroblastic osteosarcoma, Classical osteosarcoma"
19141.0,189,Gemma 4 31B,on_device_base,Neuroradiology,Anaplastic meningioma (WHO Grade III),Haemorrhagic meningioma,haemorrhagic meningioma,"Subacute subdural haematoma, Dural metastasis, Haemorrhagic meningioma, Anaplastic meningioma (WHO Grade III), Lymphoma involving the dura, Infective pachymeningitis"
19158.0,200,Gemma 4 31B,on_device_base,Paediatric radiology,"Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion)",Dysplastic cerebellar gangliocytoma,dysplastic cerebellar gangliocytoma,"Dysplastic cerebellar gangliocytoma, Pilocytic astrocytoma, Paediatric-type diffuse low-grade glioma, MAP kinase pathway altered (FGFR1::TACC1 fusion), Oligodendroglioma-like tumour"
19161.0,203,Gemma 4 31B,on_device_base,Musculoskeletal system,Mycobacterium kansasii tenosynovitis,Tuberculous tenosynovitis,tuberculous tenosynovitis,"Rheumatoid arthritis, Juvenile idiopathic arthritis, Adult Still’s disease, Tuberculous tenosynovitis, Mycobacterium kansasii tenosynovitis, Atypical mycobacterial infection (Mycobacterium marinum), Bacterial tenosynovitis, Fungal infections"
