6,Topic,Type,Question,GT,gpt5-0807-m1,gpt5-0807-m2,gpt5-0807-m3,gpt-5.1-1113-m1,gpt-5.1-1113-m2,gpt-5.1-1113-m3,gpt-5.2-1211-m1,gpt-5.2-1211-m2,gpt-5.2-1211-m3,gpt-5-mini-0807-m1,gpt-5-mini-0807-m2,gpt-5-mini-0807-m3,o4-mini-m1,o4-mini-m2,o4-mini-m3,gemini-3.1-pro-m1,gemini-3.1-pro-m2,gemini-3.1-pro-m3,ds-r1-0528-v1,ds-r1-0528-v2,ds-r1-0528-v3,oss20b (L) v1,oss20b (L) v2,oss20b (L) v3,oss20b (M) v1,oss20b (M) v2,oss20b (M) v3,oss20b (H) v1,oss20b (H) v2,oss20b (H) v3,oss120b (L) v1,oss120b (L) v2,oss120b (L) v3,oss120b (M) v1,oss120b (M) v2,oss120b (M) v3,oss120b (H) v1,oss120b (H) v2,oss120b (H) v3,qwen3.5 35B v1,qwen3.5 35B v2,qwen3.5 35B v3,qwen3.5 9B v1,qwen3.5 9B v2,qwen3.5 9B v3,qwen3.5 27B v1,qwen3.5 27B v2,qwen3.5 27B v3
87.0,Anterior Segment Diseases,Management,"One day after corneal foreign body removal, a patient presents with photophobia, tearing, decreased visual acuity, mixed conjunctival congestion, a yellow-white infiltrate on the corneal surface, and hypopyon.  
[Multiple Choice Question]  
The most appropriate therapeutic medication is:  
( )  
A. Ofloxacin (Tarivid) eye drops  
B. Amphotericin B eye drops  
C. Ribavirin (Virazole) eye drops  
D. Boric acid eye drops  
E. Dexamethasone eye drops  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
88.0,Ocular Trauma,Diagnosis,"A patient presented with right upper eyelid ptosis, limited ocular motility, and no significant decrease in visual acuity following right frontal trauma.  
[Multiple-choice question]  
The most likely diagnosis is ( )  
A. Orbital apex syndrome  
B. Superior orbital fissure syndrome  
C. Levator palpebrae superioris muscle injury  
D. Damage to the oculomotor nerve nucleus  
E. Intraorbital hemorrhage  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
89.0,Ocular Trauma,Management,"A patient developed right eyelid ptosis and limited ocular motility with no significant vision loss following an injury to the right frontal region.  

[Multiple-choice Question]  
Which of the following examinations can be performed to aid in the diagnosis?  
A. X-ray imaging  
B. B-scan ultrasound  
C. Angiography  
D. Visual field testing  
E. Electrophysiological studies  ",A,ACDE,ACE,ABCDE,A,A,A,AC,AC,ACE,ABCDE,ABC,ABCE,AD,AC,AC,ABCDE,AC,ABCE,AB,ABE,AB,C,BE,CE,CE,ADE,CE,A,AC,AB,CE,CE,CE,CE,CE,CE,ACE,ACE,CE,A,A,A,A,A,E,A,A,A
90.0,Ocular Trauma,Management,"A patient developed right upper eyelid ptosis and limited eye movement with no significant visual impairment after sustaining trauma to the right frontal region.  
[Multiple-choice question] Which nerves might be injured?  
()  
A. Ⅲ, Ⅳ, Ⅴ, Ⅵ  
B. Ⅱ, Ⅲ, Ⅳ, Ⅴ  
C. Ⅱ, Ⅲ, Ⅳ, Ⅵ  
D. Ⅲ, Ⅳ, Ⅵ, Ⅶ  
E. Ⅱ, Ⅲ, Ⅴ, Ⅶ  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A
91.0,Anterior Segment Diseases,Management,"Female, 47 years old, presents with a chief complaint of dry eyes persisting for over six months. 
[Multiple-choice question] Which of the following examination methods is most significant? ()
A. X-ray dacryocystography with contrast agent
B. Tear film breakup time (TBUT) measurement
C. Fluorescein sodium staining test
D. Ultrasonography
E. Lacrimal duct irrigation",B,B,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,BC,B,B,B,B,BC,BC,BC,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
92.0,Anterior Segment Diseases,Management,"Female, 47 years old, complains of dryness in both eyes for over six months.  
[Multiple-choice question] After instillation of topical anesthetic, the diagnostic Schirmer test value for keratoconjunctivitis sicca (dry eye syndrome) is:  
A. Wetting length of filter paper less than 10mm after 5 minutes  
B. Wetting length of filter paper less than 5mm after 5 minutes  
C. Wetting length of filter paper greater than 10mm after 5 seconds  
D. Wetting length of filter paper greater than 5mm after 5 seconds  
E. Wetting length of filter paper less than 5cm after 5 minutes  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B
93.0,Anterior Segment Diseases,Management,"Female, 47 years old, complaining of dryness in both eyes for over six months.  
[Multiple-choice Question] If the patient is diagnosed with keratoconjunctivitis sicca (dry eye syndrome), which of the following treatments is unnecessary? ()  
A. Antibiotic eye drops  
B. Warm compresses with eyelid massage  
C. Regular blinking exercises  
D. Artificial tears  
E. Punctal plugs  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
94.0,External Eye/Orbital Diseases,Diagnosis,"Patient, 50 years old, presents with epiphora (excessive tearing) in the right eye for 3 years. Ocular examination reveals that pressure on the lacrimal sac area results in purulent discharge from the lower punctum.  
[Multiple Choice Question] The probable diagnosis for this patient is:  
A. Lacrimal duct tumor  
B. Lacrimal duct stenosis  
C. Chronic dacryocystitis  
D. Acute dacryocystitis  
E. Lacrimal sac tumor  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
95.0,External Eye/Orbital Diseases,Management,"Patient, 50 years old, presents with 3-year history of right eye epiphora. Ocular examination shows purulent discharge from the lower punctum upon pressure over the lacrimal sac area.

[Multiple-choice question (select all that apply)] Correct treatment includes:  
()  
A. Dacryocystorhinostomy  
B. Vigorous expression of purulent discharge  
C. Immediate laser-assisted lacrimal ductoplasty  
D. Lacrimal duct probing  
E. Dexamethasone eye drops instillation  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AD,ADE,A,A,AB,A,A,AB,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
96.0,External Eye/Orbital Diseases,Diagnosis,"Female, 50 years old, presents with **decreased vision in the right eye for 6 months** and **proptosis for 2 months**. Examination reveals **limited ocular motility**, **diffuse congestion of the bulbar conjunctiva**, **localized dusky-red congestion at the temporal equator with interspersed nodules and marked tenderness**, and fundoscopic findings of **optic disc hyperemia, edema, elevated by 2 diopters**, and **mild macular edema**. B-scan ultrasound shows **flattening of the posterior aspect of the globe**, **thickening of all ocular layers**, **retrobulbar edema with a T-sign**.  

[Multiple Choice Question] The preliminary diagnosis is:  
A. Episcleritis  
B. Inflammatory pseudotumor  
C. Orbital cellulitis  
D. Cavernous hemangioma  
E. Posterior scleritis",E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
97.0,External Eye/Orbital Diseases,Management,"Female, 50 years old, presented with decreased vision in the right eye for 6 months and proptosis for 2 months. Examination revealed restricted ocular motility, diffuse conjunctival congestion, localized dark-red congestion with nodular formations in the temporal equatorial region accompanied by marked tenderness. Fundus examination showed optic disc hyperemia and edema with 2 diopters of elevation, along with mild macular edema. B-scan ultrasound demonstrated posterior globe flattening, thickened ocular layers, retrobulbar edema, and a T-sign.  

[Multiple-choice Question] Which of the following statements about this condition is **incorrect**?  
A. Requires differentiation from orbital cellulitis  
B. Typically presents with multiple lesions in a single eye  
C. Represents a granulomatous inflammatory process  
D. May be associated with diplopia  
E. Shows significant anterior segment manifestations  ",E,BE,BE,BE,BE,BE,BE,BE,BCE,BE,BE,BCE,BCE,BCE,BE,BE,B,B,B,B,E,B,C,E,BCE,C,BCE,C,BCE,BCE,ABCE,BE,BE,BE,BE,BE,BE,BE,BE,BCE,E,E,E,C,E,E,E,HI,EH
98.0,Anterior Segment Diseases,Diagnosis,"Female, 30 years old, presents with left eye distension pain and blurred vision for 4 days. Examination findings: Left eye visual acuity 1.0, intraocular structures unremarkable. Mild ciliary congestion in the left eye, mild corneal epithelial edema, multiple variably sized gray-white keratic precipitates (KP) observed on the corneal endothelium (larger ones resembling mutton-fat deposits), faintly positive aqueous flare, no posterior synechiae of the iris, no vitreous opacity observed, retina shows no exudates, and optic disc cup-to-disc ratio of 0.3. No prior history of similar episodes.  

[Multiple-choice Question] **The most likely diagnosis is ( )**  
A. Iridocyclitis  
B. Glaucomatocyclitic crisis (Posner-Schlossman syndrome)  
C. Chronic angle-closure glaucoma  
D. Acute angle-closure glaucoma (subacute attack)  
E. Panuveitis  ",B,A,A,B,A,A,A,B,B,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,B,B,B
99.0,Anterior Segment Diseases,Management,"Female, 30 years old, presents with left eye distending pain and blurred vision for 4 days. Examination reveals left eye visual acuity of 1.0, no abnormalities on intraocular examination. Mild ciliary congestion in the left eye, mild corneal epithelial edema, multiple variably sized gray-white keratic precipitates (larger ones resembling mutton-fat) observed on the corneal endothelium, weakly positive aqueous flare, no posterior synechiae of the iris, no vitreous opacity, absence of retinal exudates, and an optic disc cup-to-disc ratio of 0.3. No prior history of similar episodes.  

[Multiple-choice Question]  
If the intraocular pressure is 60 mmHg, which of the following treatments is **NOT** required?  

A. Corticosteroids  
B. Acetazolamide  
C. Timolol  
D. Atropine  
E. Mannitol  ",D,D,D,D,D,D,D,D,D,D,D,D,D,E,D,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,C,C,E,C,D,D,D,C,C,D,E,D,E,D,E,D,D,D
100.0,Glaucoma,Diagnosis,"A 9-year-old female patient presents with bilateral eye itching for 6 months and decreased vision for 1 month. Examination reveals:  
- Visual acuity: 0.4 in both eyes (uncorrectable)  
- Bilateral conjunctival congestion  
- Clear corneas  
- Deep anterior chambers  
- Transparent lenses  
- Pale optic discs with a cup-to-disc ratio of 0.8  
- Intraocular pressure (IOP): 30 mmHg  
- History of continuous Tobradex eye drops use.  

[Multiple-choice question] The most likely diagnosis is ( )  
A. Ocular hypertension  
B. Primary open-angle glaucoma  
C. Chronic angle-closure glaucoma  
D. Congenital glaucoma  
E. Corticosteroid-induced glaucoma  
",E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
101.0,Glaucoma,Management,"Female, 9 years old, presents with **bilateral eye itching for 6 months** and **decreased vision for 1 month**. Examination reveals:  
- **Best-corrected visual acuity (BCVA)**: 0.4 in both eyes (uncorrectable).  
- **Conjunctival injection** in both eyes.  
- **Cornea clear**, **anterior chamber deep**, **lens transparent**.  
- **Optic disc pallor** with a **cup-to-disc ratio of 0.8**.  
- **Intraocular pressure (IOP)**: 30 mmHg.  
- Current treatment: **Dexamethasone eye drops** (brand: Tobradex®).  

**[Multiple-choice Question]** The **most appropriate treatment** is:  
A. Discontinue dexamethasone and use **timolol**.  
B. Continue dexamethasone and combine with **pilocarpine**.  
C. Continue dexamethasone and combine with **timolol**.  
D. Discontinue dexamethasone.  
E. Discontinue dexamethasone and switch to **pilocarpine**.  

",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
102.0,Glaucoma,Diagnosis,"A 2-year-old female child presents with photophobia and tearing in the right eye for 3 months. Examination reveals a larger corneal diameter in the right eye, corneal edema and opacification, deep anterior chamber, and an intraocular pressure of 45 mmHg.  

**[Multiple-choice Question]**  
The most likely diagnosis is ( )  
A. Neonatal dacryocystitis  
B. Megalocornea  
C. Acute conjunctivitis  
D. Hereditary corneal epithelial dystrophy  
E. Congenital glaucoma  ",E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
103.0,Glaucoma,Management,"A 2-year-old female infant presented with photophobia and epiphora in the right eye for 3 months. Examination revealed an enlarged corneal diameter, corneal edema, hazy cornea, deep anterior chamber, and intraocular pressure of 45 mmHg in the right eye.  

[Multiple-choice Question]  
The first-line treatment is ( )  
A. Pharmacological therapy  
B. Observation and follow-up  
C. Trabeculotomy or goniotomy  
D. Trabeculectomy  
E. Antibiotic eye drops  ",C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
104.0,Glaucoma,Diagnosis,"Female, 65 years old, developed left eye pain, headache, blurred vision, accompanied by nausea and vomiting after quarreling with a neighbor. Examination findings of the left eye: visual acuity limited to hand motion, mixed conjunctival congestion, corneal epithelial edema, pigment deposition on the posterior corneal surface, extremely shallow anterior chamber, moderately dilated pupil, obscured view of the posterior segment, and intraocular pressure of 65 mmHg.  

**[Multiple-choice Question]** The most likely diagnosis for the above condition is ( )  
A. Acute angle-closure glaucoma  
B. Iridocyclitis  
C. Acute keratitis  
D. Secondary glaucoma  
E. Open-angle glaucoma  ",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
105.0,Glaucoma,Management,"Female, 65 years old, developed left eye pain, headache, decreased vision accompanied by nausea and vomiting after quarreling with neighbors. Examination revealed: left eye visual acuity hand motion, conjunctival mixed congestion, corneal epithelial edema, pigmented keratic precipitates, extremely shallow anterior chamber, moderately dilated pupil, obscured view of posterior segment, and intraocular pressure of 65 mmHg.

[Multiple-choice Question] Which of the following is NOT a predisposing factor for this condition?  
A. Reading  
B. Fatigue  
C. Prolonged stay in dark environments  
D. Pilocarpine eye drops  
E. Intramuscular scopolamine injection  ",D,AD,AD,D,D,D,D,D,D,D,AD,AD,AD,D,D,ABD,D,D,D,D,,D,D,D,D,D,D,D,D,D,D,D,D,ABD,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
106.0,Glaucoma,Management,"Female, 65 years old, developed left eye pain, headache, decreased vision accompanied by nausea and vomiting after quarreling with neighbors. Examination reveals: left eye visual acuity of hand motion, mixed conjunctival congestion, corneal epithelial edema, keratic precipitates, extremely shallow anterior chamber, moderately dilated pupil, indistinct view of posterior segment, and intraocular pressure (IOP) of 65 mmHg.

[Multiple-choice Questions] Currently contraindicated for this patient is/are:
A. Miotics  
B. Analgesics  
C. Acetazolamide  
D. Hyperosmotic agents  
E. Adrenaline  ",E,E,E,E,E,E,E,E,E,E,AE,AE,AE,AE,AE,AE,E,E,E,AE,AE,AE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,AE,E,E,E,E,E,AE,AE
107.0,Glaucoma,Management,"Female, 65 years old, developed left eye pain, headache, blurred vision, accompanied by nausea and vomiting after a quarrel with a neighbor. Examination findings: hand motion vision in the left eye, conjunctival mixed congestion, corneal epithelial edema, pigment deposits on the posterior corneal surface, extremely shallow anterior chamber, moderately dilated pupil, obscured fundus details, and intraocular pressure (IOP) of 65 mmHg.  

[Multiple Choice Question] If this patient is diabetic, which of the following medications is **contraindicated**?  
A. Mannitol  
B. Glycerin  
C. Timolol  
D. Pilocarpine  
E. Acetazolamide  ",B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,B,B,B,B,C,B,C,C,C,B,B,B,B,B,B,B,B,B
108.0,Glaucoma,Management,"Female, 65 years old, developed left eye pain, headache, decreased vision accompanied by nausea and vomiting after quarreling with neighbors. Examination revealed left eye vision of hand motion, mixed conjunctival congestion, corneal epithelial edema, pigment deposition on the posterior corneal surface, extremely shallow anterior chamber, moderately dilated pupil, posterior segment not visible, and intraocular pressure (IOP) of 65 mmHg.

[Multiple Choice Question] When examining the right eye, which of the following signs would be least likely to be present? ()

A. Deep anterior chamber  
B. Iris bombe  
C. Narrow anterior chamber  
D. Positive dark room test  
E. Short axial length  ",A,AB,A,A,A,A,A,A,A,A,AB,AB,AB,AB,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
109.0,Glaucoma,Management,"Female, 65 years old, developed left eye pain, headache, decreased vision accompanied by nausea and vomiting after quarreling with neighbors. Examination shows: left eye vision hand motion (HM), mixed conjunctival congestion, corneal epithelial edema, pigment deposition on the posterior corneal surface, extremely shallow anterior chamber, moderately dilated pupil, indistinct view of posterior segment, and intraocular pressure (IOP) of 65 mmHg.

[Multiple Choice Question] Assuming the patient's right eye has never experienced sourness/distension or rainbow halos (circumcorneal halo vision), the first-line treatment for the left eye should be:  
( )  
A. Trabeculectomy  
B. Peripheral iridectomy  
C. β-adrenergic receptor blockers  
D. Miotic agents  
E. Observation with follow-up  ",B,CD,CD,CD,CD,CD,CD,CD,CD,C,C,C,C,C,C,C,B,B,B,C,CD,C,BCD,C,C,C,CD,C,CD,C,C,D,C,D,C,D,CD,C,D,C,D,B,B,D,D,D,B,B,B
110.0,External Eye/Orbital Diseases,Management,"A 35-year-old male patient presents with bilateral eyelid swelling and exophthalmos persisting for 3 months. Ocular examination reveals:  
- Visual acuity: VA OD 1.2, VA OS 1.2  
- Mild bilateral eyelid swelling without significant tenderness  
- No palpable masses along the orbital margins  
- Exophthalmometry: 19 mm (right eye), 18 mm (left eye)  
- Normal ocular motility  
- Otherwise unremarkable anterior/posterior segment findings.  

[Multiple-choice Question]  
Which of the following examinations are appropriate for clinical diagnosis in this case?  
A. Thyroid function tests  
B. B-scan ultrasound or color Doppler ultrasound  
C. MRI  
D. CT  
E. All of the above  ",E,E,E,E,E,E,E,ABCDE,ABE,ABCDE,ABCDE,ABCDE,ABCDE,E,E,E,ABCDE,ABCE,ABCDE,E,E,E,E,ACD,E,E,ACD,E,E,ACD,ACD,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
111.0,External Eye/Orbital Diseases,Diagnosis,"Male, 35 years old. Presents with bilateral eyelid swelling and proptosis for 3 months. Ocular examination: VOD 1.2, VOS 1.2. Mild bilateral eyelid swelling with no significant tenderness. No palpable masses detected along the orbital margins. Proptosis measurements: 19 mm in the right eye, 18 mm in the left eye. Normal ocular motility and unremarkable globe examination.

[Multiple-choice Question] Which of the following conditions should be considered in the differential diagnosis for this patient?

A. Orbital neurolemmoma (schwannoma)  
B. Orbital cavernous hemangioma  
C. Orbital inflammatory pseudotumor  
D. Pleomorphic adenoma of the lacrimal gland  
E. Thyroid-associated ophthalmopathy  ",CE,E,CE,E,CE,E,CE,CE,CE,CE,E,E,E,E,E,E,CE,CE,CE,CE,CE,E,E,CE,E,E,E,E,E,E,CE,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
112.0,External Eye/Orbital Diseases,Management,"Male, 35 years old, presents with bilateral eyelid swelling and proptosis for 3 months. Ocular examination: VA OD 1.2, VA OS 1.2. Mild bilateral eyelid swelling with no significant tenderness; no palpable masses along the orbital rim. Proptosis measurements: 19 mm in the right eye and 18 mm in the left eye. Normal ocular motility and unremarkable ocular findings.  

**[Multiple-choice Question (Select all that apply)]**  
Which of the following test results would be **most valuable** for determining the diagnosis and differential diagnosis in this patient?  

A. CT or MRI reveals slight enlargement of the bilateral lacrimal glands  
B. CT or MRI demonstrates mild thickening of the extraocular muscles  
C. B-scan ultrasound reveals thickening of the extraocular muscles  
D. Thyroid function tests show abnormalities  
E. All of the above  ",D,E,E,ABCDE,E,E,E,E,E,E,ABD,BD,ABD,ABD,ABD,ABD,E,E,E,ABD,BD,E,BD,ABD,BD,ABD,E,ABD,E,BD,E,BD,E,E,ABD,D,E,E,E,D,E,E,E,E,E,E,E,E,E
113.0,External Eye/Orbital Diseases,Diagnosis,"Male, 35 years old. Presents with bilateral eyelid swelling and exophthalmos persisting for 3 months. Ocular examination: Vod 1.2, Vos 1.2. Mild bilateral eyelid swelling observed with no significant tenderness. No palpable masses detected along the orbital rim. Exophthalmometry measurements: 19 mm in the right eye and 18 mm in the left eye. Normal ocular motility and unremarkable ocular findings otherwise.

[Multiple Choice Question] Which of the following ocular conditions do you consider most likely?  
A. Vitreous opacity  
B. Optic neuropathy  
C. Retinal detachment  
D. Presbyopia  
E. Senile cataract  
F. Age-related macular degeneration  
G. Refractive error  
H. Angle-closure glaucoma  
I. Thyroid-associated eye disease  
",I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
114.0,Anterior Segment Diseases,Diagnosis,"A 65-year-old male presented with progressive vision decline in the right eye over three years and complete vision loss for two months, without accompanying redness or pain. No family history of infectious or hereditary diseases was reported, and no systemic discomfort was noted.

[Multiple-choice question] What is the most likely ocular diagnosis?  
A. Vitreous opacity  
B. Optic neuropathy  
C. Retinal detachment  
D. Presbyopia  
E. Senile cataract  
F. Age-related macular degeneration  
G. Refractive error  
H. Angle-closure glaucoma  ",E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,F,F,F,F,E,F,E,F,E,E,F,E,E,E,E,E,E,E,E,E,E,B,B,E,E,E,E
115.0,Anterior Segment Diseases,Management,"A 65-year-old male presents with progressive visual decline in the right eye over three years and complete vision loss for two months, without redness or pain. No family history of infectious or hereditary diseases, and no systemic complaints.

[Multiple Choice Question] 
Clinical findings: Right eye visual acuity - hand motion at 20cm. Right eye demonstrates clear cornea, normal anterior chamber, significant lens opacification, and non-visualization of fundus. What additional examinations are required for further management?

A. Visual evoked potential (VEP)  
B. Retinal visual acuity test  
C. Ocular perimetry  
D. Three-mirror lens examination  
E. Indirect ophthalmoscopy  
F. Fluorescein fundus angiography  
G. Dilated eye examination  
H. Ocular ultrasonography  ",BGH,GH,ABGH,EGH,ABH,ABH,BH,AH,AH,AH,ABEGH,ABGH,ABGH,EGH,H,AH,ABH,ABH,ABH,BH,BH,BGH,GH,H,DGH,DH,H,DH,H,GH,AH,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
116.0,Anterior Segment Diseases,Management,"A 65-year-old male presents with progressive visual decline in the right eye over three years and complete vision loss for two months, without redness or pain. No family history of infectious or hereditary diseases. No systemic discomfort. Ocular examination: Right eye visual acuity - hand motion at 20 cm. Right cornea clear, anterior chamber normal, significant lens opacity with non-visualization of the fundus.

[Multiple-choice Question]  
Clues: Ultrasound reveals vitreous opacity with a hyperechoic band attached to the anterior ocular wall. Fundus examination under mydriasis reveals extreme blurring. Based on current findings, which of the following management approaches would be **inappropriate**?

A. Perform phacoemulsification to remove the lens  
B. Perform intracapsular lens extraction to facilitate fundus observation  
C. Remove the opaque lens first, then proceed with further diagnosis/treatment  
D. Combine cataract extraction with laser photocoagulation  
E. Temporarily defer intervention and observe  
F. Conduct thorough fundus examination post-cataract surgery to identify retinal breaks, followed by staged surgery  
G. Administer traditional Chinese medicine therapy  
H. Perform phacoemulsification with foldable intraocular lens implantation  ",ABDEGH,BDEGH,BDGE,BDEG,ABDEGH,ABDEGH,BDEGH,BDEG,BDEG,BDEG,BEGH,BEGH,BDEGH,BDEG,BDEGH,BDEGH,ABCDEFGH,ABCDEFGH,ABCDEFGH,ABDEGH,BDEG,BDEG,EG,EG,DGHT,BDEG,EG,BDEG,DEG,BDEG,BEG,ADGH,EGH,DEG,DEG,BDEG,DEG,BDEG,ABCDEGH,EG,G,G,G,BEG,BEG,BEG,BEG,EG,EG
117.0,Retinal Diseases,Management,"A 65-year-old male presents with progressive vision decline in the right eye over three years and complete vision loss for two months, without redness or pain. There is no family history of infectious or hereditary diseases, and no systemic discomfort is reported. Examination findings: Right eye visual acuity is Hand Motion (HM) at 20 cm. The right cornea is clear, the anterior chamber appears normal, the lens shows significant opacification, and fundus details could not be visualized. Ultrasonography reveals vitreous opacity with a hyperreflective band adherent to the anterior ocular wall. Dilated fundus examination is severely obscured.  

**[Multiple-choice Question]**  
**Clinical Context:** Post-cataract surgery fundus examination identifies superior retinal detachment with a horseshoe-shaped tear. Based on the patient’s condition, which treatment option is most appropriate?  

A. Pars plana vitrectomy (PPV) with silicone oil injection  
B. Pars plana vitrectomy (PPV) with retinal photocoagulation  
C. Retinal laser photocoagulation  
D. Intraocular gas tamponade (pneumatic retinopexy)  
E. Scleral cryopexy at the tear site, subretinal fluid drainage, and scleral buckling  
F. Pars plana vitrectomy (PPV) with laser photocoagulation  
G. Pars plana vitrectomy (PPV) alone  
H. Oral herbal medicine  ",E,ABF,BF,A,A,A,A,A,A,A,A,A,A,A,A,A,E,E,E,F,F,A,A,AF,A,A,A,A,A,BF,A,E,A,F,A,A,A,A,A,A,A,A,E,F,F,B,A,E,A
118.0,Retinal Diseases,Management,"A 65-year-old male presented with progressive visual decline in the right eye over three years and complete vision loss for two months, without redness or pain. No family history of infectious or hereditary diseases, and no systemic discomfort. Ocular examination: Right eye visual acuity HM/20cm, clear cornea, normal anterior chamber, significant lens opacification with non-visualized fundus. Ultrasound revealed vitreous opacity and anterior hyaloid membrane adhesion. Dilated fundus examination showed extreme blurring. Post-cataract surgery fundus examination revealed superior retinal detachment with a horseshoe-shaped tear.

[Multiple-choice Questions] 
Clue: After scleral cryotherapy, subretinal fluid drainage, and scleral buckling, vision improved to 0.5 with flat retina. Which postoperative management is UNNECESSARY?

A. Avoid hard foods  
B. Increase laxative intake  
C. Excessive corticosteroid use for edema reduction  
D. Avoid strenuous activities  
E. Oral herbal supplements as adjuvant therapy  
F. Strict bed rest for one month  
G. Appropriate antibiotic and corticosteroid use  
H. High-dose prolonged antibiotic therapy  ",ABCFH,ACEFH,ACEFH,ABCEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,ACEFH,CEFH,ACEFH,CEFH,CEFH,ACEFH,BCEFH,ABCFEH,CEFH,ABCEFH,H,ABCEFH,H,CEFH,ABCEFH,ABCEFH,ACEFH,CEFH,ACEFH,ABCEFH,CEFH,ACEFH,ACEFH,ACEFH,ACEFH,F,CEFH,F,F,F,F,CFH,CEFH,CFH
